ds,y
2017-11-29,2626.070068359375
2017-11-30,2647.580078125
2017-12-01,2642.219970703125
2017-12-02,2641.2932942708335
2017-12-03,2640.3666178385415
2017-12-04,2639.43994140625
2017-12-05,2629.570068359375
2017-12-06,2629.27001953125
2017-12-07,2636.97998046875
2017-12-08,2651.5
2017-12-09,2654.3299967447915
2017-12-10,2657.1599934895835
2017-12-11,2659.989990234375
2017-12-12,2664.110107421875
2017-12-13,2662.85009765625
2017-12-14,2652.010009765625
2017-12-15,2675.81005859375
2017-12-16,2680.5933430989585
2017-12-17,2685.3766276041665
2017-12-18,2690.159912109375
2017-12-19,2681.469970703125
2017-12-20,2679.25
2017-12-21,2684.570068359375
2017-12-22,2683.340087890625
2017-12-23,2682.6300659179688
2017-12-24,2681.9200439453125
2017-12-25,2681.2100219726562
2017-12-26,2680.5
2017-12-27,2682.6201171875
2017-12-28,2687.5400390625
2017-12-29,2673.610107421875
2017-12-30,2679.1600952148438
2017-12-31,2684.7100830078125
2018-01-01,2690.2600708007812
2018-01-02,2695.81005859375
2018-01-03,2713.06005859375
2018-01-04,2723.989990234375
2018-01-05,2743.14990234375
2018-01-06,2744.669921875
2018-01-07,2746.18994140625
2018-01-08,2747.7099609375
2018-01-09,2751.2900390625
2018-01-10,2748.22998046875
2018-01-11,2767.56005859375
2018-01-12,2786.239990234375
2018-01-13,2783.7849731445312
2018-01-14,2781.3299560546875
2018-01-15,2778.8749389648438
2018-01-16,2776.419921875
2018-01-17,2802.56005859375
2018-01-18,2798.030029296875
2018-01-19,2810.300048828125
2018-01-20,2817.856689453125
2018-01-21,2825.413330078125
2018-01-22,2832.969970703125
2018-01-23,2839.1298828125
2018-01-24,2837.5400390625
2018-01-25,2839.25
2018-01-26,2872.8701171875
2018-01-27,2866.4234212239585
2018-01-28,2859.9767252604165
2018-01-29,2853.530029296875
2018-01-30,2822.429931640625
2018-01-31,2823.81005859375
2018-02-01,2821.97998046875
2018-02-02,2762.1298828125
2018-02-03,2724.39990234375
2018-02-04,2686.669921875
2018-02-05,2648.93994140625
2018-02-06,2695.139892578125
2018-02-07,2681.659912109375
2018-02-08,2581.0
2018-02-09,2619.550048828125
2018-02-10,2631.7000325520835
2018-02-11,2643.8500162760415
2018-02-12,2656.0
2018-02-13,2662.93994140625
2018-02-14,2698.6298828125
2018-02-15,2731.199951171875
2018-02-16,2732.219970703125
2018-02-17,2728.22998046875
2018-02-18,2724.239990234375
2018-02-19,2720.25
2018-02-20,2716.260009765625
2018-02-21,2701.330078125
2018-02-22,2703.9599609375
2018-02-23,2747.300048828125
2018-02-24,2758.0667317708335
2018-02-25,2768.8334147135415
2018-02-26,2779.60009765625
2018-02-27,2744.280029296875
2018-02-28,2713.830078125
2018-03-01,2677.669921875
2018-03-02,2691.25
2018-03-03,2701.1466471354165
2018-03-04,2711.0432942708335
2018-03-05,2720.93994140625
2018-03-06,2728.1201171875
2018-03-07,2726.800048828125
2018-03-08,2738.969970703125
2018-03-09,2786.570068359375
2018-03-10,2785.38671875
2018-03-11,2784.203369140625
2018-03-12,2783.02001953125
2018-03-13,2765.31005859375
2018-03-14,2749.47998046875
2018-03-15,2747.330078125
2018-03-16,2752.010009765625
2018-03-17,2738.97998046875
2018-03-18,2725.949951171875
2018-03-19,2712.919921875
2018-03-20,2716.93994140625
2018-03-21,2711.929931640625
2018-03-22,2643.68994140625
2018-03-23,2588.260009765625
2018-03-24,2611.6900227864585
2018-03-25,2635.1200358072915
2018-03-26,2658.550048828125
2018-03-27,2612.6201171875
2018-03-28,2605.0
2018-03-29,2640.8701171875
2018-03-30,2626.12255859375
2018-03-31,2611.375
2018-04-01,2596.62744140625
2018-04-02,2581.8798828125
2018-04-03,2614.449951171875
2018-04-04,2644.68994140625
2018-04-05,2662.840087890625
2018-04-06,2604.469970703125
2018-04-07,2607.3666178385415
2018-04-08,2610.2632649739585
2018-04-09,2613.159912109375
2018-04-10,2656.8701171875
2018-04-11,2642.18994140625
2018-04-12,2663.989990234375
2018-04-13,2656.300048828125
2018-04-14,2663.4800618489585
2018-04-15,2670.6600748697915
2018-04-16,2677.840087890625
2018-04-17,2706.389892578125
2018-04-18,2708.639892578125
2018-04-19,2693.1298828125
2018-04-20,2670.139892578125
2018-04-21,2670.18994140625
2018-04-22,2670.239990234375
2018-04-23,2670.2900390625
2018-04-24,2634.56005859375
2018-04-25,2639.39990234375
2018-04-26,2666.93994140625
2018-04-27,2669.909912109375
2018-04-28,2662.623291015625
2018-04-29,2655.336669921875
2018-04-30,2648.050048828125
2018-05-01,2654.800048828125
2018-05-02,2635.669921875
2018-05-03,2629.72998046875
2018-05-04,2663.419921875
2018-05-05,2666.4899088541665
2018-05-06,2669.5598958333335
2018-05-07,2672.6298828125
2018-05-08,2671.919921875
2018-05-09,2697.7900390625
2018-05-10,2723.070068359375
2018-05-11,2727.719970703125
2018-05-12,2728.5232747395835
2018-05-13,2729.3265787760415
2018-05-14,2730.1298828125
2018-05-15,2711.449951171875
2018-05-16,2722.4599609375
2018-05-17,2720.1298828125
2018-05-18,2712.969970703125
2018-05-19,2719.6499837239585
2018-05-20,2726.3299967447915
2018-05-21,2733.010009765625
2018-05-22,2724.43994140625
2018-05-23,2733.2900390625
2018-05-24,2727.760009765625
2018-05-25,2721.330078125
2018-05-26,2713.4625854492188
2018-05-27,2705.5950927734375
2018-05-28,2697.7276000976562
2018-05-29,2689.860107421875
2018-05-30,2724.010009765625
2018-05-31,2705.27001953125
2018-06-01,2734.6201171875
2018-06-02,2738.7034505208335
2018-06-03,2742.7867838541665
2018-06-04,2746.8701171875
2018-06-05,2748.800048828125
2018-06-06,2772.35009765625
2018-06-07,2770.3701171875
2018-06-08,2779.030029296875
2018-06-09,2780.02001953125
2018-06-10,2781.010009765625
2018-06-11,2782.0
2018-06-12,2786.85009765625
2018-06-13,2775.6298828125
2018-06-14,2782.489990234375
2018-06-15,2779.659912109375
2018-06-16,2777.68994140625
2018-06-17,2775.719970703125
2018-06-18,2773.75
2018-06-19,2762.590087890625
2018-06-20,2767.320068359375
2018-06-21,2749.760009765625
2018-06-22,2754.8798828125
2018-06-23,2742.276611328125
2018-06-24,2729.67333984375
2018-06-25,2717.070068359375
2018-06-26,2723.06005859375
2018-06-27,2699.6298828125
2018-06-28,2716.31005859375
2018-06-29,2718.3701171875
2018-06-30,2721.1500651041665
2018-07-01,2723.9300130208335
2018-07-02,2726.7099609375
2018-07-03,2713.219970703125
2018-07-04,2724.9150390625
2018-07-05,2736.610107421875
2018-07-06,2759.820068359375
2018-07-07,2767.9366861979165
2018-07-08,2776.0533040364585
2018-07-09,2784.169921875
2018-07-10,2793.840087890625
2018-07-11,2774.02001953125
2018-07-12,2798.2900390625
2018-07-13,2801.31005859375
2018-07-14,2800.3500162760415
2018-07-15,2799.3899739583335
2018-07-16,2798.429931640625
2018-07-17,2809.550048828125
2018-07-18,2815.6201171875
2018-07-19,2804.489990234375
2018-07-20,2801.830078125
2018-07-21,2803.5467122395835
2018-07-22,2805.2633463541665
2018-07-23,2806.97998046875
2018-07-24,2820.39990234375
2018-07-25,2846.070068359375
2018-07-26,2837.43994140625
2018-07-27,2818.820068359375
2018-07-28,2813.4134114583335
2018-07-29,2808.0067545572915
2018-07-30,2802.60009765625
2018-07-31,2816.2900390625
2018-08-01,2813.360107421875
2018-08-02,2827.219970703125
2018-08-03,2840.35009765625
2018-08-04,2843.7000325520835
2018-08-05,2847.0499674479165
2018-08-06,2850.39990234375
2018-08-07,2858.449951171875
2018-08-08,2857.699951171875
2018-08-09,2853.580078125
2018-08-10,2833.280029296875
2018-08-11,2829.4966634114585
2018-08-12,2825.7132975260415
2018-08-13,2821.929931640625
2018-08-14,2839.9599609375
2018-08-15,2818.3701171875
2018-08-16,2840.68994140625
2018-08-17,2850.1298828125
2018-08-18,2852.4366048177085
2018-08-19,2854.7433268229165
2018-08-20,2857.050048828125
2018-08-21,2862.9599609375
2018-08-22,2861.820068359375
2018-08-23,2856.97998046875
2018-08-24,2874.68994140625
2018-08-25,2882.0399576822915
2018-08-26,2889.3899739583335
2018-08-27,2896.739990234375
2018-08-28,2897.52001953125
2018-08-29,2914.0400390625
2018-08-30,2901.1298828125
2018-08-31,2901.52001953125
2018-09-01,2900.3200073242188
2018-09-02,2899.1199951171875
2018-09-03,2897.9199829101562
2018-09-04,2896.719970703125
2018-09-05,2888.60009765625
2018-09-06,2878.050048828125
2018-09-07,2871.679931640625
2018-09-08,2873.49658203125
2018-09-09,2875.313232421875
2018-09-10,2877.1298828125
2018-09-11,2887.889892578125
2018-09-12,2888.919921875
2018-09-13,2904.179931640625
2018-09-14,2904.97998046875
2018-09-15,2899.586669921875
2018-09-16,2894.193359375
2018-09-17,2888.800048828125
2018-09-18,2904.31005859375
2018-09-19,2907.949951171875
2018-09-20,2930.75
2018-09-21,2929.669921875
2018-09-22,2926.2366536458335
2018-09-23,2922.8033854166665
2018-09-24,2919.3701171875
2018-09-25,2915.56005859375
2018-09-26,2905.969970703125
2018-09-27,2914.0
2018-09-28,2913.97998046875
2018-09-29,2917.5166829427085
2018-09-30,2921.0533854166665
2018-10-01,2924.590087890625
2018-10-02,2923.429931640625
2018-10-03,2925.510009765625
2018-10-04,2901.610107421875
2018-10-05,2885.570068359375
2018-10-06,2885.1900227864585
2018-10-07,2884.8099772135415
2018-10-08,2884.429931640625
2018-10-09,2880.340087890625
2018-10-10,2785.679931640625
2018-10-11,2728.3701171875
2018-10-12,2767.1298828125
2018-10-13,2761.6832682291665
2018-10-14,2756.2366536458335
2018-10-15,2750.7900390625
2018-10-16,2809.919921875
2018-10-17,2809.2099609375
2018-10-18,2768.780029296875
2018-10-19,2767.780029296875
2018-10-20,2763.8133138020835
2018-10-21,2759.8465983072915
2018-10-22,2755.8798828125
2018-10-23,2740.68994140625
2018-10-24,2656.10009765625
2018-10-25,2705.570068359375
2018-10-26,2658.68994140625
2018-10-27,2652.8766276041665
2018-10-28,2647.0633138020835
2018-10-29,2641.25
2018-10-30,2682.6298828125
2018-10-31,2711.739990234375
2018-11-01,2740.3701171875
2018-11-02,2723.06005859375
2018-11-03,2728.1433919270835
2018-11-04,2733.2267252604165
2018-11-05,2738.31005859375
2018-11-06,2755.449951171875
2018-11-07,2813.889892578125
2018-11-08,2806.830078125
2018-11-09,2781.010009765625
2018-11-10,2762.7466634114585
2018-11-11,2744.4833170572915
2018-11-12,2726.219970703125
2018-11-13,2722.179931640625
2018-11-14,2701.580078125
2018-11-15,2730.199951171875
2018-11-16,2736.27001953125
2018-11-17,2721.0900065104165
2018-11-18,2705.9099934895835
2018-11-19,2690.72998046875
2018-11-20,2641.889892578125
2018-11-21,2649.929931640625
2018-11-22,2641.2449951171875
2018-11-23,2632.56005859375
2018-11-24,2646.1900227864585
2018-11-25,2659.8199869791665
2018-11-26,2673.449951171875
2018-11-27,2682.169921875
2018-11-28,2743.7900390625
2018-11-29,2737.800048828125
2018-11-30,2760.169921875
2018-12-01,2770.2366536458335
2018-12-02,2780.3033854166665
2018-12-03,2790.3701171875
2018-12-04,2700.06005859375
2018-12-05,2698.0050048828125
2018-12-06,2695.949951171875
2018-12-07,2633.080078125
2018-12-08,2634.626708984375
2018-12-09,2636.17333984375
2018-12-10,2637.719970703125
2018-12-11,2636.780029296875
2018-12-12,2651.070068359375
2018-12-13,2650.5400390625
2018-12-14,2599.949951171875
2018-12-15,2581.9466145833335
2018-12-16,2563.9432779947915
2018-12-17,2545.93994140625
2018-12-18,2546.159912109375
2018-12-19,2506.9599609375
2018-12-20,2467.419921875
2018-12-21,2416.6201171875
2018-12-22,2394.7801106770835
2018-12-23,2372.9401041666665
2018-12-24,2351.10009765625
2018-12-25,2409.4000244140625
2018-12-26,2467.699951171875
2018-12-27,2488.830078125
2018-12-28,2485.739990234375
2018-12-29,2492.7766927083335
2018-12-30,2499.8133951822915
2018-12-31,2506.85009765625
2019-01-01,2508.4400634765625
2019-01-02,2510.030029296875
2019-01-03,2447.889892578125
2019-01-04,2531.93994140625
2019-01-05,2537.8566080729165
2019-01-06,2543.7732747395835
2019-01-07,2549.68994140625
2019-01-08,2574.409912109375
2019-01-09,2584.9599609375
2019-01-10,2596.639892578125
2019-01-11,2596.260009765625
2019-01-12,2591.7100423177085
2019-01-13,2587.1600748697915
2019-01-14,2582.610107421875
2019-01-15,2610.300048828125
2019-01-16,2616.10009765625
2019-01-17,2635.9599609375
2019-01-18,2670.7099609375
2019-01-19,2661.2574462890625
2019-01-20,2651.804931640625
2019-01-21,2642.3524169921875
2019-01-22,2632.89990234375
2019-01-23,2638.699951171875
2019-01-24,2642.330078125
2019-01-25,2664.760009765625
2019-01-26,2657.7900390625
2019-01-27,2650.820068359375
2019-01-28,2643.85009765625
2019-01-29,2640.0
2019-01-30,2681.050048828125
2019-01-31,2704.10009765625
2019-02-01,2706.530029296875
2019-02-02,2712.6433919270835
2019-02-03,2718.7567545572915
2019-02-04,2724.8701171875
2019-02-05,2737.699951171875
2019-02-06,2731.610107421875
2019-02-07,2706.050048828125
2019-02-08,2707.8798828125
2019-02-09,2708.5199381510415
2019-02-10,2709.1599934895835
2019-02-11,2709.800048828125
2019-02-12,2744.72998046875
2019-02-13,2753.030029296875
2019-02-14,2745.72998046875
2019-02-15,2775.60009765625
2019-02-16,2776.6400756835938
2019-02-17,2777.6800537109375
2019-02-18,2778.7200317382812
2019-02-19,2779.760009765625
2019-02-20,2784.699951171875
2019-02-21,2774.8798828125
2019-02-22,2792.669921875
2019-02-23,2793.816650390625
2019-02-24,2794.96337890625
2019-02-25,2796.110107421875
2019-02-26,2793.89990234375
2019-02-27,2792.3798828125
2019-02-28,2784.489990234375
2019-03-01,2803.68994140625
2019-03-02,2800.0633138020835
2019-03-03,2796.4366861979165
2019-03-04,2792.81005859375
2019-03-05,2789.64990234375
2019-03-06,2771.449951171875
2019-03-07,2748.929931640625
2019-03-08,2743.070068359375
2019-03-09,2756.4800618489585
2019-03-10,2769.8900553385415
2019-03-11,2783.300048828125
2019-03-12,2791.52001953125
2019-03-13,2810.919921875
2019-03-14,2808.47998046875
2019-03-15,2822.47998046875
2019-03-16,2825.9666341145835
2019-03-17,2829.4532877604165
2019-03-18,2832.93994140625
2019-03-19,2832.570068359375
2019-03-20,2824.22998046875
2019-03-21,2854.8798828125
2019-03-22,2800.7099609375
2019-03-23,2799.9266764322915
2019-03-24,2799.1433919270835
2019-03-25,2798.360107421875
2019-03-26,2818.4599609375
2019-03-27,2805.3701171875
2019-03-28,2815.43994140625
2019-03-29,2834.39990234375
2019-03-30,2845.3299153645835
2019-03-31,2856.2599283854165
2019-04-01,2867.18994140625
2019-04-02,2867.239990234375
2019-04-03,2873.39990234375
2019-04-04,2879.389892578125
2019-04-05,2892.739990234375
2019-04-06,2893.75
2019-04-07,2894.760009765625
2019-04-08,2895.77001953125
2019-04-09,2878.199951171875
2019-04-10,2888.2099609375
2019-04-11,2888.320068359375
2019-04-12,2907.409912109375
2019-04-13,2906.7999674479165
2019-04-14,2906.1900227864585
2019-04-15,2905.580078125
2019-04-16,2907.06005859375
2019-04-17,2900.449951171875
2019-04-18,2905.030029296875
2019-04-19,2905.7650146484375
2019-04-20,2906.5
2019-04-21,2907.2349853515625
2019-04-22,2907.969970703125
2019-04-23,2933.679931640625
2019-04-24,2927.25
2019-04-25,2926.169921875
2019-04-26,2939.8798828125
2019-04-27,2940.929931640625
2019-04-28,2941.97998046875
2019-04-29,2943.030029296875
2019-04-30,2945.830078125
2019-05-01,2923.72998046875
2019-05-02,2917.52001953125
2019-05-03,2945.639892578125
2019-05-04,2941.2499186197915
2019-05-05,2936.8599446614585
2019-05-06,2932.469970703125
2019-05-07,2884.050048828125
2019-05-08,2879.419921875
2019-05-09,2870.719970703125
2019-05-10,2881.39990234375
2019-05-11,2858.2233072916665
2019-05-12,2835.0467122395835
2019-05-13,2811.8701171875
2019-05-14,2834.409912109375
2019-05-15,2850.9599609375
2019-05-16,2876.320068359375
2019-05-17,2859.530029296875
2019-05-18,2853.0966796875
2019-05-19,2846.663330078125
2019-05-20,2840.22998046875
2019-05-21,2864.360107421875
2019-05-22,2856.27001953125
2019-05-23,2822.239990234375
2019-05-24,2826.06005859375
2019-05-25,2820.1425170898438
2019-05-26,2814.2249755859375
2019-05-27,2808.3074340820312
2019-05-28,2802.389892578125
2019-05-29,2783.02001953125
2019-05-30,2788.860107421875
2019-05-31,2752.06005859375
2019-06-01,2749.5233561197915
2019-06-02,2746.9866536458335
2019-06-03,2744.449951171875
2019-06-04,2803.27001953125
2019-06-05,2826.14990234375
2019-06-06,2843.489990234375
2019-06-07,2873.340087890625
2019-06-08,2877.8033854166665
2019-06-09,2882.2666829427085
2019-06-10,2886.72998046875
2019-06-11,2885.719970703125
2019-06-12,2879.840087890625
2019-06-13,2891.639892578125
2019-06-14,2886.97998046875
2019-06-15,2887.8766276041665
2019-06-16,2888.7732747395835
2019-06-17,2889.669921875
2019-06-18,2917.75
2019-06-19,2926.4599609375
2019-06-20,2954.179931640625
2019-06-21,2950.4599609375
2019-06-22,2948.7566731770835
2019-06-23,2947.0533854166665
2019-06-24,2945.35009765625
2019-06-25,2917.3798828125
2019-06-26,2913.780029296875
2019-06-27,2924.919921875
2019-06-28,2941.760009765625
2019-06-29,2949.2833658854165
2019-06-30,2956.8067220052085
2019-07-01,2964.330078125
2019-07-02,2973.010009765625
2019-07-03,2995.820068359375
2019-07-04,2993.114990234375
2019-07-05,2990.409912109375
2019-07-06,2985.5899251302085
2019-07-07,2980.7699381510415
2019-07-08,2975.949951171875
2019-07-09,2979.6298828125
2019-07-10,2993.070068359375
2019-07-11,2999.909912109375
2019-07-12,3013.77001953125
2019-07-13,3013.9466959635415
2019-07-14,3014.1233723958335
2019-07-15,3014.300048828125
2019-07-16,3004.0400390625
2019-07-17,2984.419921875
2019-07-18,2995.110107421875
2019-07-19,2976.610107421875
2019-07-20,2979.416748046875
2019-07-21,2982.223388671875
2019-07-22,2985.030029296875
2019-07-23,3005.469970703125
2019-07-24,3019.56005859375
2019-07-25,3003.669921875
2019-07-26,3025.860107421875
2019-07-27,3024.2300618489585
2019-07-28,3022.6000162760415
2019-07-29,3020.969970703125
2019-07-30,3013.179931640625
2019-07-31,2980.3798828125
2019-08-01,2953.56005859375
2019-08-02,2932.050048828125
2019-08-03,2902.9466959635415
2019-08-04,2873.8433430989585
2019-08-05,2844.739990234375
2019-08-06,2881.77001953125
2019-08-07,2883.97998046875
2019-08-08,2938.090087890625
2019-08-09,2918.64990234375
2019-08-10,2906.6665852864585
2019-08-11,2894.6832682291665
2019-08-12,2882.699951171875
2019-08-13,2926.320068359375
2019-08-14,2840.60009765625
2019-08-15,2847.60009765625
2019-08-16,2888.679931640625
2019-08-17,2900.3365885416665
2019-08-18,2911.9932454427085
2019-08-19,2923.64990234375
2019-08-20,2900.510009765625
2019-08-21,2924.429931640625
2019-08-22,2922.949951171875
2019-08-23,2847.110107421875
2019-08-24,2857.5333658854165
2019-08-25,2867.9566243489585
2019-08-26,2878.3798828125
2019-08-27,2869.159912109375
2019-08-28,2887.93994140625
2019-08-29,2924.580078125
2019-08-30,2926.4599609375
2019-08-31,2921.4124755859375
2019-09-01,2916.364990234375
2019-09-02,2911.3175048828125
2019-09-03,2906.27001953125
2019-09-04,2937.780029296875
2019-09-05,2976.0
2019-09-06,2978.7099609375
2019-09-07,2978.6166178385415
2019-09-08,2978.5232747395835
2019-09-09,2978.429931640625
2019-09-10,2979.389892578125
2019-09-11,3000.929931640625
2019-09-12,3009.570068359375
2019-09-13,3007.389892578125
2019-09-14,3004.24658203125
2019-09-15,3001.103271484375
2019-09-16,2997.9599609375
2019-09-17,3005.699951171875
2019-09-18,3006.72998046875
2019-09-19,3006.7900390625
2019-09-20,2992.070068359375
2019-09-21,2991.973388671875
2019-09-22,2991.876708984375
2019-09-23,2991.780029296875
2019-09-24,2966.60009765625
2019-09-25,2984.8701171875
2019-09-26,2977.6201171875
2019-09-27,2961.7900390625
2019-09-28,2966.7733561197915
2019-09-29,2971.7566731770835
2019-09-30,2976.739990234375
2019-10-01,2940.25
2019-10-02,2887.610107421875
2019-10-03,2910.6298828125
2019-10-04,2952.010009765625
2019-10-05,2947.6033528645835
2019-10-06,2943.1966959635415
2019-10-07,2938.7900390625
2019-10-08,2893.06005859375
2019-10-09,2919.39990234375
2019-10-10,2938.1298828125
2019-10-11,2970.27001953125
2019-10-12,2968.8966471354165
2019-10-13,2967.5232747395835
2019-10-14,2966.14990234375
2019-10-15,2995.679931640625
2019-10-16,2989.68994140625
2019-10-17,2997.949951171875
2019-10-18,2986.199951171875
2019-10-19,2993.0399576822915
2019-10-20,2999.8799641927085
2019-10-21,3006.719970703125
2019-10-22,2995.989990234375
2019-10-23,3004.52001953125
2019-10-24,3010.2900390625
2019-10-25,3022.550048828125
2019-10-26,3028.17333984375
2019-10-27,3033.796630859375
2019-10-28,3039.419921875
2019-10-29,3036.889892578125
2019-10-30,3046.77001953125
2019-10-31,3037.56005859375
2019-11-01,3066.909912109375
2019-11-02,3070.6966145833335
2019-11-03,3074.4833170572915
2019-11-04,3078.27001953125
2019-11-05,3074.6201171875
2019-11-06,3076.780029296875
2019-11-07,3085.179931640625
2019-11-08,3093.080078125
2019-11-09,3091.0567220052085
2019-11-10,3089.0333658854165
2019-11-11,3087.010009765625
2019-11-12,3091.840087890625
2019-11-13,3094.0400390625
2019-11-14,3096.6298828125
2019-11-15,3120.4599609375
